"location","year","sex","total"
"Netherlands",1999,"female",503
"Netherlands",1999,"male",1016
"Netherlands",2000,"female",501
"Netherlands",2000,"male",1000
"Netherlands",2001,"female",464
"Netherlands",2001,"male",1010
"Netherlands",2002,"female",507
"Netherlands",2002,"male",1063
"Netherlands",2003,"female",484
"Netherlands",2003,"male",1018
"Netherlands",2004,"female",492
"Netherlands",2004,"male",1022
"Netherlands",2005,"female",500
"Netherlands",2005,"male",1074
"Netherlands",2006,"female",479
"Netherlands",2006,"male",1046
"Netherlands",2007,"female",410
"Netherlands",2007,"male",944
"Netherlands",2008,"female",448
"Netherlands",2008,"male",991
"Netherlands",2009,"female",462
"Netherlands",2009,"male",1068
"Netherlands",2010,"female",477
"Netherlands",2010,"male",1127
"Netherlands",2011,"female",513
"Netherlands",2011,"male",1137
"Netherlands",2012,"female",570
"Netherlands",2012,"male",1186
"Netherlands",2013,"female",549
"Netherlands",2013,"male",1307
"Netherlands",2014,"female",589
"Netherlands",2014,"male",1250
"Netherlands",2015,"female",591
"Netherlands",2015,"male",1282
"Netherlands",2016,"female",613
"Netherlands",2016,"male",1273
"New Zealand",1985,"female",83
"New Zealand",1985,"male",255
"New Zealand",1986,"female",113
"New Zealand",1986,"male",301
"New Zealand",1987,"female",100
"New Zealand",1987,"male",363
"New Zealand",1988,"female",103
"New Zealand",1988,"male",381
"New Zealand",1989,"female",93
"New Zealand",1989,"male",372
"New Zealand",1990,"female",92
"New Zealand",1990,"male",363
"New Zealand",1991,"female",94
"New Zealand",1991,"male",380
"New Zealand",1992,"female",96
"New Zealand",1992,"male",397
"New Zealand",1993,"female",94
"New Zealand",1993,"male",349
"New Zealand",1994,"female",103
"New Zealand",1994,"male",409
"New Zealand",1995,"female",116
"New Zealand",1995,"male",429
"New Zealand",1996,"female",112
"New Zealand",1996,"male",428
"New Zealand",1997,"female",121
"New Zealand",1997,"male",441
"New Zealand",1998,"female",132
"New Zealand",1998,"male",442
"New Zealand",1999,"female",131
"New Zealand",1999,"male",385
"New Zealand",2000,"female",83
"New Zealand",2000,"male",375
"New Zealand",2001,"female",119
"New Zealand",2001,"male",389
"New Zealand",2002,"female",113
"New Zealand",2002,"male",354
"New Zealand",2003,"female",141
"New Zealand",2003,"male",378
"New Zealand",2004,"female",113
"New Zealand",2004,"male",382
"New Zealand",2005,"female",132
"New Zealand",2005,"male",382
"New Zealand",2006,"female",139
"New Zealand",2006,"male",388
"New Zealand",2007,"female",118
"New Zealand",2007,"male",376
"New Zealand",2008,"female",139
"New Zealand",2008,"male",381
"New Zealand",2009,"female",118
"New Zealand",2009,"male",394
"New Zealand",2010,"female",149
"New Zealand",2010,"male",387
"New Zealand",2011,"female",116
"New Zealand",2011,"male",377
"New Zealand",2012,"female",145
"New Zealand",2012,"male",404
"New Zealand",2013,"female",147
"New Zealand",2013,"male",366
"Nicaragua",2010,"female",77
"Nicaragua",2010,"male",274
"Nicaragua",2011,"female",93
"Nicaragua",2011,"male",276
"Nicaragua",2012,"female",82
"Nicaragua",2012,"male",234
"Nicaragua",2013,"female",75
"Nicaragua",2013,"male",276
"Nicaragua",2014,"female",70
"Nicaragua",2014,"male",241
"Nicaragua",2015,"female",85
"Nicaragua",2015,"male",230
"Norway",1986,"female",160
"Norway",1986,"male",419
"Norway",1987,"female",163
"Norway",1987,"male",486
"Norway",1988,"female",198
"Norway",1988,"male",510
"Norway",1989,"female",179
"Norway",1989,"male",481
"Norway",1990,"female",171
"Norway",1990,"male",488
"Norway",1991,"female",176
"Norway",1991,"male",499
"Norway",1992,"female",167
"Norway",1992,"male",449
"Norway",1993,"female",141
"Norway",1993,"male",449
"Norway",1994,"female",152
"Norway",1994,"male",379
"Norway",1995,"female",137
"Norway",1995,"male",411
"Norway",1996,"female",128
"Norway",1996,"male",389
"Norway",1997,"female",146
"Norway",1997,"male",387
"Norway",1998,"female",149
"Norway",1998,"male",399
"Norway",1999,"female",153
"Norway",1999,"male",430
"Norway",2000,"female",132
"Norway",2000,"male",409
"Norway",2001,"female",138
"Norway",2001,"male",411
"Norway",2002,"female",132
"Norway",2002,"male",362
"Norway",2003,"female",128
"Norway",2003,"male",374
"Norway",2004,"female",170
"Norway",2004,"male",359
"Norway",2005,"female",173
"Norway",2005,"male",360
"Norway",2006,"female",141
"Norway",2006,"male",391
"Norway",2007,"female",149
"Norway",2007,"male",336
"Norway",2008,"female",158
"Norway",2008,"male",347
"Norway",2009,"female",157
"Norway",2009,"male",416
"Norway",2010,"female",164
"Norway",2010,"male",384
"Norway",2011,"female",164
"Norway",2011,"male",434
"Norway",2012,"female",146
"Norway",2012,"male",369
"Norway",2013,"female",176
"Norway",2013,"male",378
"Norway",2014,"female",147
"Norway",2014,"male",401
"Norway",2015,"female",190
"Norway",2015,"male",400
"Oman",2009,"female",0
"Oman",2009,"male",13
"Oman",2010,"female",0
"Oman",2010,"male",13
"Oman",2014,"female",0
"Oman",2014,"male",7
"Panama",1985,"female",12
"Panama",1985,"male",44
"Panama",1986,"female",15
"Panama",1986,"male",67
"Panama",1987,"female",21
"Panama",1987,"male",64
"Panama",1988,"female",21
"Panama",1988,"male",66
"Panama",1989,"female",9
"Panama",1989,"male",61
"Panama",1996,"female",15
"Panama",1996,"male",98
"Panama",1997,"female",21
"Panama",1997,"male",124
"Panama",1998,"female",24
"Panama",1998,"male",124
"Panama",1999,"female",19
"Panama",1999,"male",124
"Panama",2000,"female",19
"Panama",2000,"male",124
"Panama",2001,"female",23
"Panama",2001,"male",139
"Panama",2002,"female",30
"Panama",2002,"male",130
"Panama",2003,"female",21
"Panama",2003,"male",174
"Panama",2004,"female",34
"Panama",2004,"male",152
"Panama",2005,"female",24
"Panama",2005,"male",148
"Panama",2006,"female",13
"Panama",2006,"male",172
"Panama",2007,"female",21
"Panama",2007,"male",150
"Panama",2008,"female",32
"Panama",2008,"male",154
"Panama",2009,"female",28
"Panama",2009,"male",149
"Panama",2010,"female",21
"Panama",2010,"male",130
"Panama",2011,"female",19
"Panama",2011,"male",125
"Panama",2012,"female",18
"Panama",2012,"male",117
"Panama",2013,"female",13
"Panama",2013,"male",117
"Panama",2014,"female",20
"Panama",2014,"male",127
"Panama",2015,"female",19
"Panama",2015,"male",91
"Paraguay",1985,"female",27
"Paraguay",1985,"male",36
"Paraguay",1986,"female",23
"Paraguay",1986,"male",33
"Paraguay",1987,"female",23
"Paraguay",1987,"male",39
"Paraguay",1989,"female",19
"Paraguay",1989,"male",48
"Paraguay",1990,"female",50
"Paraguay",1990,"male",49
"Paraguay",1991,"female",27
"Paraguay",1991,"male",48
"Paraguay",1994,"female",27
"Paraguay",1994,"male",81
"Paraguay",1995,"female",35
"Paraguay",1995,"male",83
"Paraguay",1996,"female",30
"Paraguay",1996,"male",69
"Paraguay",1997,"female",41
"Paraguay",1997,"male",85
"Paraguay",1998,"female",45
"Paraguay",1998,"male",93
"Paraguay",1999,"female",55
"Paraguay",1999,"male",106
"Paraguay",2000,"female",47
"Paraguay",2000,"male",107
"Paraguay",2001,"female",54
"Paraguay",2001,"male",98
"Paraguay",2002,"female",66
"Paraguay",2002,"male",111
"Paraguay",2003,"female",45
"Paraguay",2003,"male",129
"Paraguay",2004,"female",77
"Paraguay",2004,"male",157
"Paraguay",2005,"female",84
"Paraguay",2005,"male",155
"Paraguay",2006,"female",69
"Paraguay",2006,"male",182
"Paraguay",2007,"female",68
"Paraguay",2007,"male",159
"Paraguay",2008,"female",62
"Paraguay",2008,"male",160
"Paraguay",2009,"female",70
"Paraguay",2009,"male",213
"Paraguay",2010,"female",63
"Paraguay",2010,"male",160
"Paraguay",2011,"female",76
"Paraguay",2011,"male",222
"Paraguay",2012,"female",88
"Paraguay",2012,"male",187
"Paraguay",2013,"female",76
"Paraguay",2013,"male",247
"Paraguay",2014,"female",110
"Paraguay",2014,"male",269
"Philippines",1992,"female",103
"Philippines",1992,"male",244
"Philippines",1993,"female",340
"Philippines",1993,"male",506
"Philippines",1997,"female",219
"Philippines",1997,"male",595
"Philippines",1998,"female",218
"Philippines",1998,"male",665
"Philippines",1999,"female",255
"Philippines",1999,"male",788
"Philippines",2000,"female",358
"Philippines",2000,"male",1045
"Philippines",2001,"female",277
"Philippines",2001,"male",927
"Philippines",2002,"female",302
"Philippines",2002,"male",999
"Philippines",2003,"female",402
"Philippines",2003,"male",1142
"Philippines",2006,"female",402
"Philippines",2006,"male",1386
"Philippines",2007,"female",406
"Philippines",2007,"male",1292
"Philippines",2008,"female",409
"Philippines",2008,"male",1411
"Philippines",2009,"female",525
"Philippines",2009,"male",1549
"Philippines",2010,"female",487
"Philippines",2010,"male",1629
"Philippines",2011,"female",570
"Philippines",2011,"male",1879
"Poland",1990,"female",879
"Poland",1990,"male",4091
"Poland",1991,"female",868
"Poland",1991,"male",4448
"Poland",1992,"female",981
"Poland",1992,"male",4732
"Poland",1993,"female",983
"Poland",1993,"male",4641
"Poland",1994,"female",891
"Poland",1994,"male",4628
"Poland",1995,"female",937
"Poland",1995,"male",4562
"Poland",1996,"female",909
"Poland",1996,"male",4537
"Poland",1999,"female",884
"Poland",1999,"male",4895
"Poland",2000,"female",972
"Poland",2000,"male",4869
"Poland",2001,"female",850
"Poland",2001,"male",5005
"Poland",2002,"female",992
"Poland",2002,"male",4933
"Poland",2003,"female",888
"Poland",2003,"male",4948
"Poland",2004,"female",910
"Poland",2004,"male",5162
"Poland",2005,"female",907
"Poland",2005,"male",5138
"Poland",2006,"female",858
"Poland",2006,"male",4947
"Poland",2007,"female",812
"Poland",2007,"male",4472
"Poland",2008,"female",812
"Poland",2008,"male",4870
"Poland",2009,"female",946
"Poland",2009,"male",5531
"Poland",2010,"female",840
"Poland",2010,"male",5517
"Poland",2011,"female",760
"Poland",2011,"male",5353
"Poland",2012,"female",810
"Poland",2012,"male",5558
"Poland",2013,"female",840
"Poland",2013,"male",5378
"Poland",2014,"female",811
"Poland",2014,"male",5123
"Poland",2015,"female",723
"Poland",2015,"male",4697
"Portugal",1985,"female",290
"Portugal",1985,"male",693
"Portugal",1986,"female",269
"Portugal",1986,"male",672
"Portugal",1987,"female",251
"Portugal",1987,"male",709
"Portugal",1988,"female",196
"Portugal",1988,"male",623
"Portugal",1989,"female",198
"Portugal",1989,"male",549
"Portugal",1990,"female",228
"Portugal",1990,"male",642
"Portugal",1991,"female",234
"Portugal",1991,"male",708
"Portugal",1992,"female",236
"Portugal",1992,"male",630
"Portugal",1993,"female",194
"Portugal",1993,"male",586
"Portugal",1994,"female",175
"Portugal",1994,"male",587
"Portugal",1995,"female",227
"Portugal",1995,"male",582
"Portugal",1996,"female",162
"Portugal",1996,"male",491
"Portugal",1997,"female",145
"Portugal",1997,"male",483
"Portugal",1998,"female",140
"Portugal",1998,"male",416
"Portugal",1999,"female",138
"Portugal",1999,"male",407
"Portugal",2000,"female",107
"Portugal",2000,"male",417
"Portugal",2001,"female",175
"Portugal",2001,"male",586
"Portugal",2002,"female",263
"Portugal",2002,"male",947
"Portugal",2003,"female",267
"Portugal",2003,"male",889
"Portugal",2007,"female",269
"Portugal",2007,"male",751
"Portugal",2008,"female",244
"Portugal",2008,"male",794
"Portugal",2009,"female",222
"Portugal",2009,"male",803
"Portugal",2010,"female",265
"Portugal",2010,"male",834
"Portugal",2011,"female",223
"Portugal",2011,"male",794
"Portugal",2012,"female",217
"Portugal",2012,"male",859
"Portugal",2013,"female",241
"Portugal",2013,"male",811
"Portugal",2014,"female",298
"Portugal",2014,"male",924
"Puerto Rico",1985,"female",35
"Puerto Rico",1985,"male",234
"Puerto Rico",1986,"female",38
"Puerto Rico",1986,"male",272
"Puerto Rico",1987,"female",38
"Puerto Rico",1987,"male",234
"Puerto Rico",1988,"female",30
"Puerto Rico",1988,"male",284
"Puerto Rico",1989,"female",35
"Puerto Rico",1989,"male",292
"Puerto Rico",1990,"female",38
"Puerto Rico",1990,"male",333
"Puerto Rico",1991,"female",36
"Puerto Rico",1991,"male",319
"Puerto Rico",1992,"female",35
"Puerto Rico",1992,"male",279
"Puerto Rico",1993,"female",34
"Puerto Rico",1993,"male",311
"Puerto Rico",1994,"female",35
"Puerto Rico",1994,"male",320
"Puerto Rico",1995,"female",34
"Puerto Rico",1995,"male",255
"Puerto Rico",1996,"female",34
"Puerto Rico",1996,"male",297
"Puerto Rico",1997,"female",19
"Puerto Rico",1997,"male",254
"Puerto Rico",1998,"female",31
"Puerto Rico",1998,"male",290
"Puerto Rico",1999,"female",32
"Puerto Rico",1999,"male",257
"Puerto Rico",2000,"female",27
"Puerto Rico",2000,"male",278
"Puerto Rico",2001,"female",34
"Puerto Rico",2001,"male",255
"Puerto Rico",2002,"female",37
"Puerto Rico",2002,"male",202
"Puerto Rico",2003,"female",22
"Puerto Rico",2003,"male",240
"Puerto Rico",2004,"female",23
"Puerto Rico",2004,"male",256
"Puerto Rico",2005,"female",41
"Puerto Rico",2005,"male",248
"Puerto Rico",2006,"female",22
"Puerto Rico",2006,"male",243
"Puerto Rico",2007,"female",43
"Puerto Rico",2007,"male",228
"Puerto Rico",2008,"female",47
"Puerto Rico",2008,"male",253
"Puerto Rico",2009,"female",29
"Puerto Rico",2009,"male",301
"Puerto Rico",2010,"female",45
"Puerto Rico",2010,"male",241
"Puerto Rico",2011,"female",42
"Puerto Rico",2011,"male",216
"Puerto Rico",2012,"female",44
"Puerto Rico",2012,"male",204
"Puerto Rico",2013,"female",37
"Puerto Rico",2013,"male",204
"Puerto Rico",2014,"female",32
"Puerto Rico",2014,"male",188
"Puerto Rico",2015,"female",25
"Puerto Rico",2015,"male",201
"Qatar",1995,"female",0
"Qatar",1995,"male",0
"Qatar",2001,"female",5
"Qatar",2001,"male",18
"Qatar",2004,"female",1
"Qatar",2004,"male",20
"Qatar",2005,"female",1
"Qatar",2005,"male",16
"Qatar",2006,"female",5
"Qatar",2006,"male",24
"Qatar",2007,"female",4
"Qatar",2007,"male",37
"Qatar",2008,"female",2
"Qatar",2008,"male",31
"Qatar",2009,"female",3
"Qatar",2009,"male",41
"Qatar",2010,"female",1
"Qatar",2010,"male",46
"Qatar",2011,"female",5
"Qatar",2011,"male",45
"Qatar",2012,"female",5
"Qatar",2012,"male",38
"Qatar",2013,"female",1
"Qatar",2013,"male",36
"Qatar",2014,"female",3
"Qatar",2014,"male",52
"Qatar",2015,"female",9
"Qatar",2015,"male",57
"Qatar",2016,"female",5
"Qatar",2016,"male",63
"Republic of Korea",1985,"female",998
"Republic of Korea",1985,"male",2691
"Republic of Korea",1986,"female",890
"Republic of Korea",1986,"male",2568
"Republic of Korea",1987,"female",901
"Republic of Korea",1987,"male",2400
"Republic of Korea",1988,"female",831
"Republic of Korea",1988,"male",2118
"Republic of Korea",1989,"female",899
"Republic of Korea",1989,"male",2124
"Republic of Korea",1990,"female",962
"Republic of Korea",1990,"male",2197
"Republic of Korea",1991,"female",930
"Republic of Korea",1991,"male",2139
"Republic of Korea",1992,"female",1066
"Republic of Korea",1992,"male",2467
"Republic of Korea",1993,"female",1276
"Republic of Korea",1993,"male",2848
"Republic of Korea",1994,"female",1350
"Republic of Korea",1994,"male",2862
"Republic of Korea",1995,"female",1522
"Republic of Korea",1995,"male",3319
"Republic of Korea",1996,"female",1815
"Republic of Korea",1996,"male",4042
"Republic of Korea",1997,"female",1862
"Republic of Korea",1997,"male",4162
"Republic of Korea",1998,"female",2369
"Republic of Korea",1998,"male",6200
"Republic of Korea",1999,"female",2107
"Republic of Korea",1999,"male",4968
"Republic of Korea",2000,"female",1963
"Republic of Korea",2000,"male",4481
"Republic of Korea",2001,"female",2059
"Republic of Korea",2001,"male",4852
"Republic of Korea",2002,"female",2672
"Republic of Korea",2002,"male",5939
"Republic of Korea",2003,"female",3384
"Republic of Korea",2003,"male",7514
"Republic of Korea",2004,"female",3613
"Republic of Korea",2004,"male",7879
"Republic of Korea",2005,"female",3985
"Republic of Korea",2005,"male",8026
"Republic of Korea",2006,"female",3426
"Republic of Korea",2006,"male",7227
"Republic of Korea",2007,"female",4427
"Republic of Korea",2007,"male",7747
"Republic of Korea",2008,"female",4598
"Republic of Korea",2008,"male",8260
"Republic of Korea",2009,"female",5475
"Republic of Korea",2009,"male",9927
"Republic of Korea",2010,"female",5237
"Republic of Korea",2010,"male",10321
"Republic of Korea",2011,"female",5040
"Republic of Korea",2011,"male",10866
"Republic of Korea",2012,"female",4538
"Republic of Korea",2012,"male",9621
"Republic of Korea",2013,"female",4367
"Republic of Korea",2013,"male",10059
"Republic of Korea",2014,"female",4099
"Republic of Korea",2014,"male",9735
"Republic of Korea",2015,"female",3954
"Republic of Korea",2015,"male",9556
"Romania",1989,"female",643
"Romania",1989,"male",1886
"Romania",1990,"female",556
"Romania",1990,"male",1523
"Romania",1991,"female",523
"Romania",1991,"male",1638
"Romania",1992,"female",573
"Romania",1992,"male",2077
"Romania",1993,"female",583
"Romania",1993,"male",2191
"Romania",1994,"female",589
"Romania",1994,"male",2298
"Romania",1995,"female",537
"Romania",1995,"male",2256
"Romania",1996,"female",493
"Romania",1996,"male",2335
"Romania",1997,"female",484
"Romania",1997,"male",2375
"Romania",1998,"female",488
"Romania",1998,"male",2350
"Romania",1999,"female",501
"Romania",1999,"male",2235
"Romania",2000,"female",511
"Romania",2000,"male",2325
"Romania",2001,"female",442
"Romania",2001,"male",2278
"Romania",2002,"female",528
"Romania",2002,"male",2539
"Romania",2003,"female",508
"Romania",2003,"male",2386
"Romania",2004,"female",444
"Romania",2004,"male",2276
"Romania",2005,"female",470
"Romania",2005,"male",2133
"Romania",2006,"female",481
"Romania",2006,"male",2240
"Romania",2007,"female",446
"Romania",2007,"male",1984
"Romania",2008,"female",446
"Romania",2008,"male",2026
"Romania",2009,"female",389
"Romania",2009,"male",2197
"Romania",2010,"female",462
"Romania",2010,"male",2304
"Romania",2011,"female",394
"Romania",2011,"male",2142
"Romania",2012,"female",353
"Romania",2012,"male",2142
"Romania",2013,"female",364
"Romania",2013,"male",2043
"Romania",2014,"female",322
"Romania",2014,"male",1887
"Romania",2015,"female",342
"Romania",2015,"male",1886
"Romania",2016,"female",310
"Romania",2016,"male",1643
"Russian Federation",1989,"female",8548
"Russian Federation",1989,"male",29373
"Russian Federation",1990,"female",8742
"Russian Federation",1990,"male",30286
"Russian Federation",1991,"female",8460
"Russian Federation",1991,"male",30821
"Russian Federation",1992,"female",9129
"Russian Federation",1992,"male",36794
"Russian Federation",1993,"female",10096
"Russian Federation",1993,"male",45750
"Russian Federation",1994,"female",10388
"Russian Federation",1994,"male",51032
"Russian Federation",1995,"female",10633
"Russian Federation",1995,"male",49915
"Russian Federation",1996,"female",9685
"Russian Federation",1996,"male",47826
"Russian Federation",1997,"female",9494
"Russian Federation",1997,"male",45252
"Russian Federation",1998,"female",8971
"Russian Federation",1998,"male",42547
"Russian Federation",1999,"female",9909
"Russian Federation",1999,"male",47065
"Russian Federation",2000,"female",9099
"Russian Federation",2000,"male",47520
"Russian Federation",2001,"female",9006
"Russian Federation",2001,"male",47952
"Russian Federation",2002,"female",9057
"Russian Federation",2002,"male",45967
"Russian Federation",2003,"female",8450
"Russian Federation",2003,"male",42995
"Russian Federation",2004,"female",8202
"Russian Federation",2004,"male",40894
"Russian Federation",2005,"female",7464
"Russian Federation",2005,"male",38338
"Russian Federation",2006,"female",7227
"Russian Federation",2006,"male",35387
"Russian Federation",2007,"female",7341
"Russian Federation",2007,"male",33808
"Russian Federation",2008,"female",6925
"Russian Federation",2008,"male",31286
"Russian Federation",2009,"female",6485
"Russian Federation",2009,"male",30923
"Russian Federation",2010,"female",5795
"Russian Federation",2010,"male",27561
"Russian Federation",2011,"female",5568
"Russian Federation",2011,"male",25470
"Russian Federation",2012,"female",5454
"Russian Federation",2012,"male",24189
"Russian Federation",2013,"female",4976
"Russian Federation",2013,"male",23714
"Russian Federation",2014,"female",4655
"Russian Federation",2014,"male",21886
"Russian Federation",2015,"female",4571
"Russian Federation",2015,"male",20861
"Saint Kitts and Nevis",1990,"female",0
"Saint Kitts and Nevis",1990,"male",0
"Saint Kitts and Nevis",1991,"female",0
"Saint Kitts and Nevis",1991,"male",0
"Saint Kitts and Nevis",1992,"female",0
"Saint Kitts and Nevis",1992,"male",0
"Saint Lucia",1986,"female",0
"Saint Lucia",1986,"male",5
"Saint Lucia",1987,"female",1
"Saint Lucia",1987,"male",10
"Saint Lucia",1988,"female",4
"Saint Lucia",1988,"male",6
"Saint Lucia",1989,"female",3
"Saint Lucia",1989,"male",5
"Saint Lucia",1990,"female",1
"Saint Lucia",1990,"male",2
"Saint Lucia",1991,"female",0
"Saint Lucia",1991,"male",6
"Saint Lucia",1992,"female",0
"Saint Lucia",1992,"male",11
"Saint Lucia",1993,"female",0
"Saint Lucia",1993,"male",8
"Saint Lucia",1994,"female",2
"Saint Lucia",1994,"male",4
"Saint Lucia",1995,"female",1
"Saint Lucia",1995,"male",9
"Saint Lucia",1996,"female",1
"Saint Lucia",1996,"male",6
"Saint Lucia",1997,"female",0
"Saint Lucia",1997,"male",9
"Saint Lucia",1998,"female",3
"Saint Lucia",1998,"male",5
"Saint Lucia",1999,"female",1
"Saint Lucia",1999,"male",7
"Saint Lucia",2000,"female",3
"Saint Lucia",2000,"male",11
"Saint Lucia",2001,"female",0
"Saint Lucia",2001,"male",7
"Saint Lucia",2002,"female",4
"Saint Lucia",2002,"male",8
"Saint Lucia",2003,"female",4
"Saint Lucia",2003,"male",6
"Saint Lucia",2004,"female",0
"Saint Lucia",2004,"male",8
"Saint Lucia",2005,"female",0
"Saint Lucia",2005,"male",4
"Saint Lucia",2006,"female",0
"Saint Lucia",2006,"male",2
"Saint Lucia",2008,"female",0
"Saint Lucia",2008,"male",0
"Saint Lucia",2009,"female",0
"Saint Lucia",2009,"male",13
"Saint Lucia",2010,"female",1
"Saint Lucia",2010,"male",3
"Saint Lucia",2011,"female",0
"Saint Lucia",2011,"male",8
"Saint Lucia",2012,"female",1
"Saint Lucia",2012,"male",9
"Saint Lucia",2013,"female",1
"Saint Lucia",2013,"male",13
"Saint Lucia",2014,"female",3
"Saint Lucia",2014,"male",11
"Saint Vincent and Grenadines",1985,"female",0
"Saint Vincent and Grenadines",1985,"male",2
"Saint Vincent and Grenadines",1986,"female",0
"Saint Vincent and Grenadines",1986,"male",0
"Saint Vincent and Grenadines",1987,"female",0
"Saint Vincent and Grenadines",1987,"male",0
"Saint Vincent and Grenadines",1990,"female",0
"Saint Vincent and Grenadines",1990,"male",5
"Saint Vincent and Grenadines",1995,"female",0
"Saint Vincent and Grenadines",1995,"male",7
"Saint Vincent and Grenadines",1996,"female",1
"Saint Vincent and Grenadines",1996,"male",7
"Saint Vincent and Grenadines",1997,"female",0
"Saint Vincent and Grenadines",1997,"male",3
"Saint Vincent and Grenadines",1998,"female",0
"Saint Vincent and Grenadines",1998,"male",10
"Saint Vincent and Grenadines",1999,"female",0
"Saint Vincent and Grenadines",1999,"male",6
"Saint Vincent and Grenadines",2000,"female",0
"Saint Vincent and Grenadines",2000,"male",5
"Saint Vincent and Grenadines",2001,"female",1
"Saint Vincent and Grenadines",2001,"male",7
"Saint Vincent and Grenadines",2002,"female",1
"Saint Vincent and Grenadines",2002,"male",6
"Saint Vincent and Grenadines",2003,"female",0
"Saint Vincent and Grenadines",2003,"male",4
"Saint Vincent and Grenadines",2004,"female",0
"Saint Vincent and Grenadines",2004,"male",4
"Saint Vincent and Grenadines",2005,"female",1
"Saint Vincent and Grenadines",2005,"male",7
"Saint Vincent and Grenadines",2006,"female",1
"Saint Vincent and Grenadines",2006,"male",5
"Saint Vincent and Grenadines",2007,"female",0
"Saint Vincent and Grenadines",2007,"male",11
"Saint Vincent and Grenadines",2008,"female",1
"Saint Vincent and Grenadines",2008,"male",3
"Saint Vincent and Grenadines",2009,"female",0
"Saint Vincent and Grenadines",2009,"male",1
"Saint Vincent and Grenadines",2010,"female",0
"Saint Vincent and Grenadines",2010,"male",5
"Saint Vincent and Grenadines",2011,"female",1
"Saint Vincent and Grenadines",2011,"male",4
"Saint Vincent and Grenadines",2012,"female",3
"Saint Vincent and Grenadines",2012,"male",7
"Saint Vincent and Grenadines",2013,"female",0
"Saint Vincent and Grenadines",2013,"male",0
"Saint Vincent and Grenadines",2014,"female",0
"Saint Vincent and Grenadines",2014,"male",2
"Saint Vincent and Grenadines",2015,"female",1
"Saint Vincent and Grenadines",2015,"male",2
"San Marino",1999,"female",0
"San Marino",1999,"male",2
"San Marino",2000,"female",0
"San Marino",2000,"male",1
"San Marino",2005,"female",0
"San Marino",2005,"male",1
"Serbia",1998,"female",445
"Serbia",1998,"male",1015
"Serbia",1999,"female",480
"Serbia",1999,"male",1091
"Serbia",2000,"female",474
"Serbia",2000,"male",1069
"Serbia",2001,"female",417
"Serbia",2001,"male",1025
"Serbia",2002,"female",395
"Serbia",2002,"male",1051
"Serbia",2003,"female",381
"Serbia",2003,"male",997
"Serbia",2004,"female",367
"Serbia",2004,"male",978
"Serbia",2005,"female",431
"Serbia",2005,"male",1006
"Serbia",2006,"female",422
"Serbia",2006,"male",1021
"Serbia",2007,"female",385
"Serbia",2007,"male",968
"Serbia",2008,"female",386
"Serbia",2008,"male",903
"Serbia",2009,"female",376
"Serbia",2009,"male",997
"Serbia",2010,"female",304
"Serbia",2010,"male",903
"Serbia",2011,"female",347
"Serbia",2011,"male",909
"Serbia",2012,"female",311
"Serbia",2012,"male",932
"Serbia",2013,"female",296
"Serbia",2013,"male",901
"Serbia",2014,"female",277
"Serbia",2014,"male",857
"Serbia",2015,"female",269
"Serbia",2015,"male",793
"Seychelles",1985,"female",1
"Seychelles",1985,"male",7
"Seychelles",1986,"female",0
"Seychelles",1986,"male",1
"Seychelles",1987,"female",0
"Seychelles",1987,"male",3
"Seychelles",2001,"female",1
"Seychelles",2001,"male",5
"Seychelles",2002,"female",0
"Seychelles",2002,"male",5
"Seychelles",2003,"female",2
"Seychelles",2003,"male",6
"Seychelles",2004,"female",0
"Seychelles",2004,"male",6
"Seychelles",2005,"female",1
"Seychelles",2005,"male",4
"Seychelles",2006,"female",0
"Seychelles",2006,"male",8
"Seychelles",2007,"female",1
"Seychelles",2007,"male",5
"Seychelles",2008,"female",0
"Seychelles",2008,"male",4
"Seychelles",2009,"female",0
"Seychelles",2009,"male",4
"Seychelles",2010,"female",0
"Seychelles",2010,"male",6
"Seychelles",2011,"female",0
"Seychelles",2011,"male",5
"Seychelles",2012,"female",0
"Seychelles",2012,"male",3
"Seychelles",2013,"female",0
"Seychelles",2013,"male",9
"Seychelles",2014,"female",2
"Seychelles",2014,"male",2
"Seychelles",2015,"female",1
"Seychelles",2015,"male",6
"Singapore",1985,"female",134
"Singapore",1985,"male",190
"Singapore",1986,"female",135
"Singapore",1986,"male",191
"Singapore",1987,"female",130
"Singapore",1987,"male",171
"Singapore",1988,"female",146
"Singapore",1988,"male",220
"Singapore",1989,"female",179
"Singapore",1989,"male",215
"Singapore",1990,"female",153
"Singapore",1990,"male",201
"Singapore",1991,"female",119
"Singapore",1991,"male",177
"Singapore",1992,"female",117
"Singapore",1992,"male",160
"Singapore",1993,"female",102
"Singapore",1993,"male",168
"Singapore",1994,"female",126
"Singapore",1994,"male",190
"Singapore",1995,"female",138
"Singapore",1995,"male",226
"Singapore",1996,"female",87
"Singapore",1996,"male",152
"Singapore",1997,"female",107
"Singapore",1997,"male",196
"Singapore",1998,"female",128
"Singapore",1998,"male",200
"Singapore",1999,"female",90
"Singapore",1999,"male",187
"Singapore",2000,"female",105
"Singapore",2000,"male",204
"Singapore",2001,"female",115
"Singapore",2001,"male",190
"Singapore",2002,"female",129
"Singapore",2002,"male",192
"Singapore",2003,"female",119
"Singapore",2003,"male",201
"Singapore",2004,"female",130
"Singapore",2004,"male",205
"Singapore",2005,"female",119
"Singapore",2005,"male",240
